project,camera,mark,Model,FOV,species,image_name,number,dates,times,diel,datetimes,deltatime,longitude,latitude,radian
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0021.JPG,2,4/4/24,6:04:10,0.157615741,4/4/24 6:04,13,343014,1026380,1.58897684
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0022.JPG,2,4/4/24,6:04:10,0.157615741,4/4/24 6:04,0,343014,1026380,1.58897684
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0021 (3).JPG,2,4/4/24,6:04:10,0.157615741,4/4/24 6:04,0,343014,1026380,1.58897684
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0022 (3).JPG,2,4/4/24,6:04:10,0.157615741,4/4/24 6:04,0,343014,1026380,1.58897684
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0023.JPG,2,4/4/24,6:04:11,0.157615741,4/4/24 6:04,1,343014,1026380,1.589049562
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0023 (3).JPG,2,4/4/24,6:04:11,0.157615741,4/4/24 6:04,0,343014,1026380,1.589049562
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0025.JPG,1,4/4/24,6:04:25,0.157615741,4/4/24 6:04,14,343014,1026380,1.590067671
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0025 (3).JPG,1,4/4/24,6:04:25,0.157615741,4/4/24 6:04,0,343014,1026380,1.590067671
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0309.JPG,1,4/4/24,13:48:57,0.157615741,4/4/24 13:48,32530,342990,1026413,3.616976709
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0310.JPG,1,4/4/24,13:48:57,0.157615741,4/4/24 13:48,0,342990,1026413,3.616976709
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0311.JPG,1,4/4/24,13:48:58,0.157615741,4/4/24 13:48,1,342990,1026413,3.617049431
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0313.JPG,1,4/4/24,13:49:12,0.157615741,4/4/24 13:49,14,342990,1026413,3.618067539
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0314.JPG,1,4/4/24,13:49:12,0.157615741,4/4/24 13:49,0,342990,1026413,3.618067539
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0315.JPG,1,4/4/24,13:49:13,0.157615741,4/4/24 13:49,1,342990,1026413,3.618140261
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0109.JPG,3,4/4/24,13:50:01,0.157615741,4/4/24 13:50,205119,342968,1026415,3.62163092
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0110.JPG,3,4/4/24,13:50:02,0.157615741,4/4/24 13:50,1,342968,1026415,3.621703642
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0111.JPG,1,4/4/24,13:50:02,0.157615741,4/4/24 13:50,0,342968,1026415,3.621703642
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0321.JPG,1,4/4/24,13:51:19,0.157615741,4/4/24 13:51,53,342990,1026413,3.62730324
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0322.JPG,1,4/4/24,13:51:19,0.157615741,4/4/24 13:51,0,342990,1026413,3.62730324
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0323.JPG,1,4/4/24,13:51:20,0.157615741,4/4/24 13:51,1,342990,1026413,3.627375962
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0325.JPG,2,4/4/24,13:51:41,0.157615741,4/4/24 13:51,21,342990,1026413,3.628903125
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0329.JPG,1,4/4/24,13:51:57,0.157615741,4/4/24 13:51,15,342990,1026413,3.630066678
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0330.JPG,1,4/4/24,13:51:57,0.157615741,4/4/24 13:51,0,342990,1026413,3.630066678
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0331.JPG,1,4/4/24,13:51:58,0.157615741,4/4/24 13:51,1,342990,1026413,3.6301394
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0333.JPG,1,4/4/24,13:53:01,0.157615741,4/4/24 13:53,63,342990,1026413,3.634720889
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0335.JPG,1,4/4/24,13:53:02,0.157615741,4/4/24 13:53,1,342990,1026413,3.634793611
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0113.JPG,1,4/4/24,13:54:40,0.157615741,4/4/24 13:54,278,342968,1026415,3.641920372
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0114.JPG,1,4/4/24,13:54:41,0.157615741,4/4/24 13:54,1,342968,1026415,3.641993095
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0115.JPG,1,4/4/24,13:54:41,0.157615741,4/4/24 13:54,0,342968,1026415,3.641993095
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0117.JPG,1,4/4/24,13:55:24,0.157615741,4/4/24 13:55,43,342968,1026415,3.645120143
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0118.JPG,1,4/4/24,13:55:25,0.157615741,4/4/24 13:55,1,342968,1026415,3.645192865
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0341.JPG,1,4/4/24,13:56:33,0.157615741,4/4/24 13:56,142,342990,1026413,3.650137964
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0342.JPG,1,4/4/24,13:56:33,0.157615741,4/4/24 13:56,0,342990,1026413,3.650137964
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0345.JPG,1,4/4/24,13:57:38,0.157615741,4/4/24 13:57,64,342990,1026413,3.654864898
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0346.JPG,1,4/4/24,13:57:38,0.157615741,4/4/24 13:57,0,342990,1026413,3.654864898
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0349.JPG,1,4/4/24,14:05:00,0.157615741,4/4/24 14:05,441,342990,1026413,3.687008045
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0121.JPG,1,4/4/24,15:29:36,0.157615741,4/4/24 15:29,5650,342968,1026415,4.056145182
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0122.JPG,1,4/4/24,15:29:37,0.157615741,4/4/24 15:29,1,342968,1026415,4.056217904
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0123.JPG,1,4/4/24,15:29:37,0.157615741,4/4/24 15:29,0,342968,1026415,4.056217904
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0125.JPG,1,4/4/24,16:37:13,0.157615741,4/4/24 16:37,4056,342968,1026415,4.351178547
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0126.JPG,1,4/4/24,16:37:14,0.157615741,4/4/24 16:37,1,342968,1026415,4.351251269
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0127.JPG,1,4/4/24,16:37:14,0.157615741,4/4/24 16:37,0,342968,1026415,4.351251269
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0129.JPG,2,4/4/24,16:55:09,0.157615741,4/4/24 16:55,1075,342968,1026415,4.429427475
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0130.JPG,1,4/4/24,16:55:10,0.157615741,4/4/24 16:55,1,342968,1026415,4.429500197
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0131.JPG,1,4/4/24,16:55:10,0.157615741,4/4/24 16:55,0,342968,1026415,4.429500197
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0133.JPG,1,4/4/24,17:16:18,0.157615741,4/4/24 17:16,1268,342968,1026415,4.52171176
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0134.JPG,1,4/4/24,17:16:18,0.157615741,4/4/24 17:16,0,342968,1026415,4.52171176
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0137.JPG,3,4/4/24,17:20:12,0.157615741,4/4/24 17:20,233,342968,1026415,4.53872872
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0138.JPG,3,4/4/24,17:20:12,0.157615741,4/4/24 17:20,0,342968,1026415,4.53872872
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0139.JPG,3,4/4/24,17:20:13,0.157615741,4/4/24 17:20,1,342968,1026415,4.538801442
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0145.JPG,2,4/4/24,17:32:11,0.157615741,4/4/24 17:32,699,342968,1026415,4.591015875
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0146.JPG,2,4/4/24,17:32:11,0.157615741,4/4/24 17:32,0,342968,1026415,4.591015875
Last,CAMERA 5,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0147.JPG,2,4/4/24,17:32:12,0.157615741,4/4/24 17:32,1,342968,1026415,4.591088597
Last,CAMERA 11,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0006.JPG,1,4/4/24,21:58:33,0.157615741,4/4/24 21:58,0,342992,1026329,5.753259713
Last,CAMERA 11,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0007.JPG,1,4/4/24,21:58:33,0.157615741,4/4/24 21:58,0,342992,1026329,5.753259713
Last,CAMERA 11,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0008.JPG,1,4/4/24,21:58:33,0.157615741,4/4/24 21:58,0,342992,1026329,5.753259713
Last,CAMERA 4,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0017.JPG,1,4/5/24,0:09:45,0.157615741,4/5/24 0:09,225151,342967,1026358,0.042542401
Last,CAMERA 4,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0018.JPG,1,4/5/24,0:09:45,0.157615741,4/5/24 0:09,0,342967,1026358,0.042542401
Last,CAMERA 4,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0019.JPG,1,4/5/24,0:09:46,0.157615741,4/5/24 0:09,1,342967,1026358,0.042615123
Last,CAMERA 4,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0021.JPG,1,4/5/24,0:12:51,0.157615741,4/5/24 0:12,185,342967,1026358,0.056068702
Last,CAMERA 4,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0022.JPG,1,4/5/24,0:12:51,0.157615741,4/5/24 0:12,0,342967,1026358,0.056068702
Last,CAMERA 4,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0023.JPG,1,4/5/24,0:12:51,0.157615741,4/5/24 0:12,0,342967,1026358,0.056068702
Last,CAMERA 4,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0025.JPG,1,4/5/24,0:14:29,0.157615741,4/5/24 0:14,98,342967,1026358,0.063195463
Last,CAMERA 4,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0026.JPG,1,4/5/24,0:14:29,0.157615741,4/5/24 0:14,0,342967,1026358,0.063195463
Last,CAMERA 4,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0027.JPG,1,4/5/24,0:14:29,0.157615741,4/5/24 0:14,0,342967,1026358,0.063195463
Last,CAMERA 1,GardePro,A3S,47.40533194,Canis adustus,DSCF0353.JPG,1,4/5/24,4:42:25,0.157615741,4/5/24 4:42,52645,342990,1026413,1.232275174
Last,CAMERA 1,GardePro,A3S,47.40533194,Canis adustus,DSCF0354.JPG,1,4/5/24,4:42:25,0.157615741,4/5/24 4:42,0,342990,1026413,1.232275174
Last,CAMERA 1,GardePro,A3S,47.40533194,Canis adustus,DSCF0355.JPG,1,4/5/24,4:42:25,0.157615741,4/5/24 4:42,0,342990,1026413,1.232275174
Last,CAMERA 1,GardePro,A3S,47.40533194,Canis adustus,DSCF0357.JPG,1,4/5/24,4:44:48,0.157615741,4/5/24 4:44,143,342990,1026413,1.242674427
Last,CAMERA 1,GardePro,A3S,47.40533194,Canis adustus,DSCF0358.JPG,1,4/5/24,4:44:48,0.157615741,4/5/24 4:44,0,342990,1026413,1.242674427
Last,CAMERA 1,GardePro,A3S,47.40533194,Canis adustus,DSCF0359.JPG,1,4/5/24,4:44:48,0.157615741,4/5/24 4:44,0,342990,1026413,1.242674427
Last,CAMERA 10,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0001.JPG,1,4/5/24,17:53:25,0.157615741,4/5/24 17:53,0,343014,1026380,4.68366377
Last,CAMERA 10,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0005.JPG,1,4/5/24,17:54:06,0.157615741,4/5/24 17:54,41,343014,1026380,4.686645374
Last,CAMERA 10,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0009.JPG,1,4/5/24,17:54:37,0.157615741,4/5/24 17:54,28,343014,1026380,4.688899758
Last,CAMERA 10,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0010.JPG,1,4/5/24,17:54:37,0.157615741,4/5/24 17:54,0,343014,1026380,4.688899758
Last,CAMERA 10,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0011.JPG,1,4/5/24,17:54:38,0.157615741,4/5/24 17:54,1,343014,1026380,4.68897248
Last,CAMERA 10,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0013.JPG,1,4/5/24,17:55:54,0.157615741,4/5/24 17:55,76,343014,1026380,4.694499356
Last,CAMERA 10,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0014.JPG,1,4/5/24,17:55:54,0.157615741,4/5/24 17:55,0,343014,1026380,4.694499356
Last,CAMERA 10,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0015.JPG,1,4/5/24,17:55:55,0.157615741,4/5/24 17:55,1,343014,1026380,4.694572078
Last,CAMERA 10,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0017.JPG,1,4/5/24,17:56:22,0.157615741,4/5/24 17:56,27,343014,1026380,4.696535573
Last,CAMERA 10,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0018.JPG,1,4/5/24,17:56:22,0.157615741,4/5/24 17:56,0,343014,1026380,4.696535573
Last,CAMERA 10,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0019.JPG,1,4/5/24,17:56:23,0.157615741,4/5/24 17:56,1,343014,1026380,4.696608295
Last,CAMERA 10,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0025.JPG,1,4/5/24,20:55:47,0.157615741,4/5/24 20:55,10734,343014,1026380,5.479388465
Last,CAMERA 1,GardePro,A3S,47.40533194,Canis adustus,DSCF0013.JPG,1,4/5/24,23:03:23,0.157615741,4/5/24 23:03,0,342990,1026413,6.036148496
Last,CAMERA 1,GardePro,A3S,47.40533194,Canis adustus,DSCF0014.JPG,1,4/5/24,23:03:23,0.157615741,4/5/24 23:03,0,342990,1026413,6.036148496
Last,CAMERA 1,GardePro,A3S,47.40533194,Canis adustus,DSCF0015.JPG,1,4/5/24,23:03:24,0.157615741,4/5/24 23:03,0,342990,1026413,6.036221218
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0041.JPG,1,4/6/24,3:21:11,0.157615741,4/6/24 3:21,64241,343014,1026380,0.877827892
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0042.JPG,1,4/6/24,3:21:11,0.157615741,4/6/24 3:21,0,343014,1026380,0.877827892
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0041 (3).JPG,1,4/6/24,3:21:11,0.157615741,4/6/24 3:21,0,343014,1026380,0.877827892
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0042 (3).JPG,1,4/6/24,3:21:11,0.157615741,4/6/24 3:21,0,343014,1026380,0.877827892
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0043.JPG,1,4/6/24,3:21:12,0.157615741,4/6/24 3:21,1,343014,1026380,0.877900614
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0043 (3).JPG,1,4/6/24,3:21:12,0.157615741,4/6/24 3:21,0,343014,1026380,0.877900614
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0045.JPG,1,4/6/24,4:57:27,0.157615741,4/6/24 4:57,5775,343014,1026380,1.297870465
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0046.JPG,1,4/6/24,4:57:27,0.157615741,4/6/24 4:57,0,343014,1026380,1.297870465
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0045 (3).JPG,1,4/6/24,4:57:27,0.157615741,4/6/24 4:57,0,343014,1026380,1.297870465
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0046 (3).JPG,1,4/6/24,4:57:27,0.157615741,4/6/24 4:57,0,343014,1026380,1.297870465
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0047.JPG,1,4/6/24,4:57:28,0.157615741,4/6/24 4:57,1,343014,1026380,1.297943187
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0047 (3).JPG,1,4/6/24,4:57:28,0.157615741,4/6/24 4:57,0,343014,1026380,1.297943187
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0049.JPG,1,4/6/24,4:57:44,0.157615741,4/6/24 4:57,16,343014,1026380,1.29910674
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0050.JPG,1,4/6/24,4:57:44,0.157615741,4/6/24 4:57,0,343014,1026380,1.29910674
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0049 (2).JPG,1,4/6/24,4:57:44,0.157615741,4/6/24 4:57,0,343014,1026380,1.29910674
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0050 (2).JPG,1,4/6/24,4:57:44,0.157615741,4/6/24 4:57,0,343014,1026380,1.29910674
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0051.JPG,1,4/6/24,4:57:45,0.157615741,4/6/24 4:57,1,343014,1026380,1.299179462
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0051 (2).JPG,1,4/6/24,4:57:45,0.157615741,4/6/24 4:57,0,343014,1026380,1.299179462
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0017.JPG,1,4/6/24,4:59:23,0.157615741,4/6/24 4:59,0,342990,1026413,1.306306223
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0018.JPG,1,4/6/24,4:59:24,0.157615741,4/6/24 4:59,0,342990,1026413,1.306378945
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0019.JPG,1,4/6/24,4:59:24,0.157615741,4/6/24 4:59,0,342990,1026413,1.306378945
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0025.JPG,1,4/6/24,14:26:03,0.157615741,4/6/24 14:26,0,342990,1026413,3.778855997
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0026.JPG,1,4/6/24,14:26:03,0.157615741,4/6/24 14:26,0,342990,1026413,3.778855997
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0027.JPG,1,4/6/24,14:26:03,0.157615741,4/6/24 14:26,0,342990,1026413,3.778855997
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0033.JPG,1,4/6/24,14:42:17,0.157615741,4/6/24 14:42,0,342990,1026413,3.849687276
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0037.JPG,2,4/6/24,14:43:08,0.157615741,4/6/24 14:43,0,342990,1026413,3.8533961
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0045.JPG,1,4/6/24,15:17:56,0.157615741,4/6/24 15:17,0,342990,1026413,4.005239745
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0046.JPG,1,4/6/24,15:17:56,0.157615741,4/6/24 15:17,0,342990,1026413,4.005239745
Last,CAMERA 1,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0049.JPG,1,4/6/24,15:19:28,0.157615741,4/6/24 15:19,0,342990,1026413,4.011930174
Last,CAMERA 10,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0029.JPG,1,4/6/24,15:41:41,0.157615741,4/6/24 15:41,67554,343014,1026380,4.108868669
Last,CAMERA 10,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0030.JPG,1,4/6/24,15:41:41,0.157615741,4/6/24 15:41,0,343014,1026380,4.108868669
Last,CAMERA 10,GardePro,A3S,47.40533194,Erythrocebus patas,DSCF0031.JPG,1,4/6/24,15:41:42,0.157615741,4/6/24 15:41,1,343014,1026380,4.108941392
Last,CAMERA 1,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0053.JPG,1,4/6/24,20:44:44,0.157615741,4/6/24 20:44,0,342990,1026413,5.431173744
Last,CAMERA 1,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0054.JPG,1,4/6/24,20:44:45,0.157615741,4/6/24 20:44,0,342990,1026413,5.431246466
Last,CAMERA 1,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0055.JPG,1,4/6/24,20:44:45,0.157615741,4/6/24 20:44,0,342990,1026413,5.431246466
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0057.JPG,1,4/6/24,22:31:57,0.157615741,4/6/24 22:31,0,342990,1026413,5.898994706
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0058.JPG,1,4/6/24,22:31:57,0.157615741,4/6/24 22:31,0,342990,1026413,5.898994706
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0059.JPG,1,4/6/24,22:31:58,0.157615741,4/6/24 22:31,0,342990,1026413,5.899067428
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0061.JPG,2,4/6/24,22:32:38,0.157615741,4/6/24 22:32,0,342990,1026413,5.90197631
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0062.JPG,3,4/6/24,22:32:38,0.157615741,4/6/24 22:32,0,342990,1026413,5.90197631
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0063.JPG,3,4/6/24,22:32:39,0.157615741,4/6/24 22:32,0,342990,1026413,5.902049032
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0065.JPG,4,4/6/24,22:32:54,0.157615741,4/6/24 22:32,0,342990,1026413,5.903139863
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0066.JPG,3,4/6/24,22:32:55,0.157615741,4/6/24 22:32,0,342990,1026413,5.903212585
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0067.JPG,3,4/6/24,22:32:55,0.157615741,4/6/24 22:32,0,342990,1026413,5.903212585
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0069.JPG,1,4/6/24,22:33:08,0.157615741,4/6/24 22:33,0,342990,1026413,5.904157971
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0070.JPG,1,4/6/24,22:33:09,0.157615741,4/6/24 22:33,0,342990,1026413,5.904230693
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0071.JPG,1,4/6/24,22:33:09,0.157615741,4/6/24 22:33,0,342990,1026413,5.904230693
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0073.JPG,2,4/6/24,22:33:46,0.157615741,4/6/24 22:33,0,342990,1026413,5.906921409
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0074.JPG,2,4/6/24,22:33:47,0.157615741,4/6/24 22:33,0,342990,1026413,5.906994131
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0075.JPG,2,4/6/24,22:33:47,0.157615741,4/6/24 22:33,0,342990,1026413,5.906994131
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0077.JPG,1,4/6/24,22:49:33,0.157615741,4/6/24 22:49,0,342990,1026413,5.975789193
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0078.JPG,1,4/6/24,22:49:34,0.157615741,4/6/24 22:49,0,342990,1026413,5.975861915
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0079.JPG,1,4/6/24,22:49:34,0.157615741,4/6/24 22:49,0,342990,1026413,5.975861915
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0081.JPG,1,4/6/24,22:49:48,0.157615741,4/6/24 22:49,0,342990,1026413,5.976880023
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0082.JPG,1,4/6/24,22:49:49,0.157615741,4/6/24 22:49,0,342990,1026413,5.976952746
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0083.JPG,1,4/6/24,22:49:49,0.157615741,4/6/24 22:49,0,342990,1026413,5.976952746
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0085.JPG,1,4/9/24,3:58:24,0.157615741,4/9/24 3:58,0,342990,1026413,1.040216234
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0086.JPG,1,4/9/24,3:58:25,0.157615741,4/9/24 3:58,0,342990,1026413,1.040288956
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0087.JPG,1,4/9/24,3:58:25,0.157615741,4/9/24 3:58,0,342990,1026413,1.040288956
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0089.JPG,1,4/9/24,4:04:06,0.157615741,4/9/24 4:04,0,342990,1026413,1.065087176
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0090.JPG,1,4/9/24,4:04:06,0.157615741,4/9/24 4:04,0,342990,1026413,1.065087176
Last,CAMERA 1,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0091.JPG,1,4/9/24,4:04:07,0.157615741,4/9/24 4:04,0,342990,1026413,1.065159898
Last,CAMERA 1,GardePro,A3S,47.40533194,Canis adustus,DSCF0093.JPG,1,4/9/24,6:38:03,0.157615741,4/9/24 6:38,0,342990,1026413,1.736820772
Last,CAMERA 1,GardePro,A3S,47.40533194,Canis adustus,DSCF0094.JPG,1,4/9/24,6:38:04,0.157615741,4/9/24 6:38,0,342990,1026413,1.736893494
Last,CAMERA 1,GardePro,A3S,47.40533194,Canis adustus,DSCF0095.JPG,1,4/9/24,6:38:04,0.157615741,4/9/24 6:38,0,342990,1026413,1.736893494
