project,camera,mark,Model,FOV,species,image_name,number,dates,times,diel,datetimes,deltatime,longitude,latitude,radian
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0339.JPG,1,5/4/24,21:03:56,0.157615741,5/4/24 21:03,0,343014,1026380,5.514949548
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0340.JPG,1,5/4/24,21:03:57,0.157615741,5/4/24 21:03,1,343014,1026380,5.51502227
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0342.JPG,1,5/4/24,21:04:29,0.157615741,5/4/24 21:04,32,343014,1026380,5.517349376
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0343.JPG,1,5/4/24,21:04:29,0.157615741,5/4/24 21:04,0,343014,1026380,5.517349376
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0344.JPG,1,5/4/24,21:04:29,0.157615741,5/4/24 21:04,0,343014,1026380,5.517349376
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0386.JPG,1,5/5/24,3:19:06,0.157615741,5/5/24 3:19,22477,343014,1026380,0.868737635
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0387.JPG,1,5/5/24,3:19:06,0.157615741,5/5/24 3:19,0,343014,1026380,0.868737635
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0388.JPG,1,5/5/24,3:19:06,0.157615741,5/5/24 3:19,0,343014,1026380,0.868737635
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0266.JPG,1,5/5/24,3:46:58,0.157615741,5/5/24 3:46,0,343140,1026278,0.990328906
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0267.JPG,1,5/5/24,3:46:58,0.157615741,5/5/24 3:46,0,343140,1026278,0.990328906
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0269.JPG,1,5/5/24,3:47:26,0.157615741,5/5/24 3:47,28,343140,1026278,0.992365124
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0270.JPG,1,5/5/24,3:47:26,0.157615741,5/5/24 3:47,0,343140,1026278,0.992365124
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0278.JPG,1,5/5/24,6:53:18,0.157615741,5/5/24 6:53,0,343140,1026278,1.80336145
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0279.JPG,1,5/5/24,6:53:18,0.157615741,5/5/24 6:53,0,343140,1026278,1.80336145
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0281.JPG,1,5/5/24,6:53:48,0.157615741,5/5/24 6:53,30,343140,1026278,1.805543111
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0282.JPG,1,5/5/24,6:53:48,0.157615741,5/5/24 6:53,0,343140,1026278,1.805543111
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0283.JPG,1,5/5/24,6:53:48,0.157615741,5/5/24 6:53,0,343140,1026278,1.805543111
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0285.JPG,1,5/5/24,6:54:03,0.157615741,5/5/24 6:54,15,343140,1026278,1.806633942
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0286.JPG,1,5/5/24,6:54:03,0.157615741,5/5/24 6:54,0,343140,1026278,1.806633942
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0287.JPG,1,5/5/24,6:54:03,0.157615741,5/5/24 6:54,0,343140,1026278,1.806633942
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0289.JPG,1,5/5/24,6:54:20,0.157615741,5/5/24 6:54,17,343140,1026278,1.807870217
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0290.JPG,1,5/5/24,6:54:20,0.157615741,5/5/24 6:54,0,343140,1026278,1.807870217
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0291.JPG,1,5/5/24,6:54:20,0.157615741,5/5/24 6:54,0,343140,1026278,1.807870217
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0293.JPG,1,5/5/24,6:54:46,0.157615741,5/5/24 6:54,26,343140,1026278,1.80976099
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0294.JPG,1,5/5/24,6:54:46,0.157615741,5/5/24 6:54,0,343140,1026278,1.80976099
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0295.JPG,1,5/5/24,6:54:46,0.157615741,5/5/24 6:54,0,343140,1026278,1.80976099
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0297.JPG,1,5/5/24,6:55:00,0.157615741,5/5/24 6:55,14,343140,1026278,1.810779099
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0298.JPG,1,5/5/24,6:55:00,0.157615741,5/5/24 6:55,0,343140,1026278,1.810779099
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0299.JPG,1,5/5/24,6:55:00,0.157615741,5/5/24 6:55,0,343140,1026278,1.810779099
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0302.JPG,1,5/5/24,6:55:49,0.157615741,5/5/24 6:55,0,343140,1026278,1.81434248
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0303.JPG,1,5/5/24,6:55:49,0.157615741,5/5/24 6:55,0,343140,1026278,1.81434248
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0305.JPG,1,5/5/24,6:56:06,0.157615741,5/5/24 6:56,17,343140,1026278,1.815578754
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0306.JPG,1,5/5/24,6:56:06,0.157615741,5/5/24 6:56,0,343140,1026278,1.815578754
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0307.JPG,1,5/5/24,6:56:06,0.157615741,5/5/24 6:56,0,343140,1026278,1.815578754
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0321.JPG,1,5/5/24,6:58:01,0.157615741,5/5/24 6:58,18,343140,1026278,1.82394179
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0322.JPG,1,5/5/24,6:58:01,0.157615741,5/5/24 6:58,0,343140,1026278,1.82394179
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0323.JPG,1,5/5/24,6:58:01,0.157615741,5/5/24 6:58,0,343140,1026278,1.82394179
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0013 (3).JPG,1,5/5/24,21:16:48,0.157615741,5/5/24 21:16,609207,340580,1022545,5.571090972
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0014 (3).JPG,1,5/5/24,21:16:48,0.157615741,5/5/24 21:16,0,340580,1022545,5.571090972
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0015 (3).JPG,1,5/5/24,21:16:49,0.157615741,5/5/24 21:16,1,340580,1022545,5.571163694
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0017 (3).JPG,1,5/5/24,21:17:05,0.157615741,5/5/24 21:17,16,340580,1022545,5.572327247
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0018 (3).JPG,1,5/5/24,21:17:05,0.157615741,5/5/24 21:17,0,340580,1022545,5.572327247
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0019 (3).JPG,1,5/5/24,21:17:05,0.157615741,5/5/24 21:17,0,340580,1022545,5.572327247
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0021 (2).JPG,1,5/6/24,20:10:19,0.157615741,5/6/24 20:10,82394,340580,1022545,5.281002706
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0022 (2).JPG,1,5/6/24,20:10:19,0.157615741,5/6/24 20:10,0,340580,1022545,5.281002706
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0023 (2).JPG,1,5/6/24,20:10:20,0.157615741,5/6/24 20:10,1,340580,1022545,5.281075428
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0025 (2).JPG,2,5/6/24,20:10:40,0.157615741,5/6/24 20:10,20,340580,1022545,5.282529869
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0026 (2).JPG,2,5/6/24,20:10:40,0.157615741,5/6/24 20:10,0,340580,1022545,5.282529869
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0027 (2).JPG,1,5/6/24,20:10:41,0.157615741,5/6/24 20:10,1,340580,1022545,5.282602591
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0029 (2).JPG,2,5/6/24,20:10:56,0.157615741,5/6/24 20:10,15,340580,1022545,5.283693422
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0030 (2).JPG,2,5/6/24,20:10:56,0.157615741,5/6/24 20:10,0,340580,1022545,5.283693422
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0031 (2).JPG,2,5/6/24,20:10:57,0.157615741,5/6/24 20:10,1,340580,1022545,5.283766144
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0033 (2).JPG,1,5/6/24,20:11:20,0.157615741,5/6/24 20:11,23,340580,1022545,5.285438751
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0034 (2).JPG,1,5/6/24,20:11:20,0.157615741,5/6/24 20:11,0,340580,1022545,5.285438751
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0035 (2).JPG,1,5/6/24,20:11:21,0.157615741,5/6/24 20:11,1,340580,1022545,5.285511474
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0550.JPG,1,5/7/24,0:00:37,0.157615741,5/7/24 0:00,1,343140,1026278,0.002690716
Last,CAMERA 1 - Bait,GardePro,A3S,47.40533194,Canis adustus,DSCF0551.JPG,1,5/7/24,0:00:37,0.157615741,5/7/24 0:00,0,343140,1026278,0.002690716
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0037 (2).JPG,1,5/7/24,23:13:08,0.157615741,5/7/24 23:13,97307,340580,1022545,6.078690896
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0038 (2).JPG,1,5/7/24,23:13:09,0.157615741,5/7/24 23:13,1,340580,1022545,6.078763619
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0039 (2).JPG,1,5/7/24,23:13:09,0.157615741,5/7/24 23:13,0,340580,1022545,6.078763619
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0041 (2).JPG,1,5/7/24,23:14:53,0.157615741,5/7/24 23:14,104,340580,1022545,6.086326712
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0042 (2).JPG,1,5/7/24,23:14:53,0.157615741,5/7/24 23:14,0,340580,1022545,6.086326712
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0043 (2).JPG,1,5/7/24,23:14:54,0.157615741,5/7/24 23:14,1,340580,1022545,6.086399434
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0045 (2).JPG,1,5/7/24,23:15:11,0.157615741,5/7/24 23:15,17,340580,1022545,6.087635709
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0046 (2).JPG,1,5/7/24,23:15:11,0.157615741,5/7/24 23:15,0,340580,1022545,6.087635709
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0047 (2).JPG,1,5/7/24,23:15:12,0.157615741,5/7/24 23:15,1,340580,1022545,6.087708431
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0049 (2).JPG,1,5/7/24,23:15:28,0.157615741,5/7/24 23:15,16,340580,1022545,6.088871984
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0050 (2).JPG,1,5/7/24,23:15:28,0.157615741,5/7/24 23:15,0,340580,1022545,6.088871984
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0051 (2).JPG,1,5/7/24,23:15:29,0.157615741,5/7/24 23:15,1,340580,1022545,6.088944706
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0053 (2).JPG,1,5/8/24,0:13:24,0.157615741,5/8/24 0:13,3475,340580,1022545,0.05846853
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0054 (2).JPG,1,5/8/24,0:13:24,0.157615741,5/8/24 0:13,0,340580,1022545,0.05846853
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0055 (2).JPG,1,5/8/24,0:13:25,0.157615741,5/8/24 0:13,1,340580,1022545,0.058541252
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0057.JPG,1,5/8/24,3:49:42,0.157615741,5/8/24 3:49,12977,340580,1022545,1.002255323
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0058.JPG,1,5/8/24,3:49:42,0.157615741,5/8/24 3:49,0,340580,1022545,1.002255323
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0059.JPG,1,5/8/24,3:49:43,0.157615741,5/8/24 3:49,1,340580,1022545,1.002328045
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0061.JPG,1,5/8/24,3:50:00,0.157615741,5/8/24 3:50,17,340580,1022545,1.00356432
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0062.JPG,2,5/8/24,3:50:00,0.157615741,5/8/24 3:50,0,340580,1022545,1.00356432
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0063.JPG,2,5/8/24,3:50:01,0.157615741,5/8/24 3:50,1,340580,1022545,1.003637042
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0065.JPG,2,5/8/24,3:53:08,0.157615741,5/8/24 3:53,187,340580,1022545,1.017236066
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0066.JPG,2,5/8/24,3:53:08,0.157615741,5/8/24 3:53,0,340580,1022545,1.017236066
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0067.JPG,2,5/8/24,3:53:09,0.157615741,5/8/24 3:53,1,340580,1022545,1.017308788
Last,CAMERA 10,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0811.JPG,1,5/8/24,7:01:29,0.157615741,5/8/24 7:01,272543,343014,1026380,1.839067977
Last,CAMERA 10,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0812.JPG,1,5/8/24,7:01:29,0.157615741,5/8/24 7:01,0,343014,1026380,1.839067977
Last,CAMERA 10,GardePro,A3S,47.40533194,Tragelaphus scriptus,DSCF0813.JPG,1,5/8/24,7:01:30,0.157615741,5/8/24 7:01,1,343014,1026380,1.839140699
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0069.JPG,1,5/8/24,19:58:45,0.157615741,5/8/24 19:58,57936,340580,1022545,5.230533602
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0070.JPG,1,5/8/24,19:58:45,0.157615741,5/8/24 19:58,0,340580,1022545,5.230533602
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0071.JPG,1,5/8/24,19:58:46,0.157615741,5/8/24 19:58,1,340580,1022545,5.230606324
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0073.JPG,1,5/8/24,20:12:04,0.157615741,5/8/24 20:12,798,340580,1022545,5.288638522
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0074.JPG,1,5/8/24,20:12:05,0.157615741,5/8/24 20:12,1,340580,1022545,5.288711244
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0075.JPG,1,5/8/24,20:12:05,0.157615741,5/8/24 20:12,0,340580,1022545,5.288711244
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0819.JPG,1,5/9/24,22:42:03,0.157615741,5/9/24 22:42,142833,343014,1026380,5.943064269
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0820.JPG,1,5/9/24,22:42:03,0.157615741,5/9/24 22:42,0,343014,1026380,5.943064269
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0821.JPG,1,5/9/24,22:42:03,0.157615741,5/9/24 22:42,0,343014,1026380,5.943064269
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0823.JPG,1,5/9/24,22:42:20,0.157615741,5/9/24 22:42,17,343014,1026380,5.944300544
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0824.JPG,1,5/9/24,22:42:20,0.157615741,5/9/24 22:42,0,343014,1026380,5.944300544
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0825.JPG,1,5/9/24,22:42:21,0.157615741,5/9/24 22:42,1,343014,1026380,5.944373266
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0827.JPG,1,5/9/24,22:42:46,0.157615741,5/9/24 22:42,25,343014,1026380,5.946191317
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0828.JPG,1,5/9/24,22:42:46,0.157615741,5/9/24 22:42,0,343014,1026380,5.946191317
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0829.JPG,1,5/9/24,22:42:47,0.157615741,5/9/24 22:42,1,343014,1026380,5.946264039
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0831.JPG,1,5/9/24,22:43:06,0.157615741,5/9/24 22:43,19,343014,1026380,5.947645758
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0832.JPG,1,5/9/24,22:43:06,0.157615741,5/9/24 22:43,0,343014,1026380,5.947645758
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0833.JPG,1,5/9/24,22:43:06,0.157615741,5/9/24 22:43,0,343014,1026380,5.947645758
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0835.JPG,1,5/9/24,22:43:34,0.157615741,5/9/24 22:43,28,343014,1026380,5.949681976
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0836.JPG,1,5/9/24,22:43:34,0.157615741,5/9/24 22:43,0,343014,1026380,5.949681976
Last,CAMERA 10,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0837.JPG,1,5/9/24,22:43:34,0.157615741,5/9/24 22:43,0,343014,1026380,5.949681976
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0077.JPG,1,5/10/24,20:07:11,0.157615741,5/10/24 20:07,172506,340580,1022545,5.26733096
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0078.JPG,1,5/10/24,20:07:11,0.157615741,5/10/24 20:07,0,340580,1022545,5.26733096
Last,CAMERA 8,GardePro,A3S,47.40533194,Syncerus caffer,DSCF0079.JPG,1,5/10/24,20:07:12,0.157615741,5/10/24 20:07,1,340580,1022545,5.267403683
Last,CAMERA 3 - Bait,GardePro,A3S,47.40533194,Genetta genetta,DSCF0913.JPG,1,5/12/24,23:30:08,0.157615741,5/12/24 23:30,73319,340853,1024100,6.15286739
Last,CAMERA 3 - Bait,GardePro,A3S,47.40533194,Genetta genetta,DSCF0914.JPG,1,5/12/24,23:30:08,0.157615741,5/12/24 23:30,0,340853,1024100,6.15286739
Last,CAMERA 3 - Bait,GardePro,A3S,47.40533194,Genetta genetta,DSCF0915.JPG,1,5/12/24,23:30:09,0.157615741,5/12/24 23:30,1,340853,1024100,6.152940112
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0010.JPG,1,1/20/19,15:24:41,0.677453704,1/20/19 15:24,0,NA,NA,4.034692176
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0011.JPG,1,1/20/19,15:24:41,0.677453704,1/20/19 15:24,0,NA,NA,4.034692176
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0012.JPG,1,1/20/19,15:24:45,0.677453704,1/20/19 15:24,4,NA,NA,4.034983064
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0013.JPG,1,1/20/19,15:25:52,0.677453704,1/20/19 15:25,67,NA,NA,4.039855442
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0015.JPG,1,1/20/19,15:25:56,0.677453704,1/20/19 15:25,4,NA,NA,4.04014633
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0016.JPG,1,1/20/19,15:28:44,0.677453704,1/20/19 15:28,168,NA,NA,4.052363635
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0017.JPG,1,1/20/19,15:28:45,0.677453704,1/20/19 15:28,1,NA,NA,4.052436357
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0018.JPG,1,1/20/19,15:28:45,0.677453704,1/20/19 15:28,0,NA,NA,4.052436357
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0022.JPG,2,1/21/19,15:23:38,0.677453704,1/21/19 15:23,85951,NA,NA,4.030110687
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0023.JPG,2,1/21/19,15:23:38,0.677453704,1/21/19 15:23,0,NA,NA,4.030110687
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0024.JPG,2,1/21/19,15:23:39,0.677453704,1/21/19 15:23,1,NA,NA,4.030183409
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0025.JPG,1,1/21/19,15:25:32,0.677453704,1/21/19 15:25,113,NA,NA,4.038401001
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0026.JPG,1,1/21/19,15:25:33,0.677453704,1/21/19 15:25,1,NA,NA,4.038473723
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0027.JPG,1,1/21/19,15:25:33,0.677453704,1/21/19 15:25,0,NA,NA,4.038473723
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0028.JPG,2,1/21/19,15:32:10,0.677453704,1/21/19 15:32,397,NA,NA,4.067344378
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0029.JPG,3,1/21/19,15:32:11,0.677453704,1/21/19 15:32,1,NA,NA,4.0674171
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0031.JPG,1,1/21/19,15:40:30,0.677453704,1/21/19 15:40,499,NA,NA,4.103705404
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0032.JPG,1,1/21/19,15:40:31,0.677453704,1/21/19 15:40,1,NA,NA,4.103778126
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0033.JPG,1,1/21/19,15:40:32,0.677453704,1/21/19 15:40,1,NA,NA,4.103850848
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0034.JPG,2,1/21/19,15:42:49,0.677453704,1/21/19 15:42,137,NA,NA,4.113813769
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0037.JPG,1,1/23/19,15:35:20,0.677453704,1/23/19 15:35,172351,NA,NA,4.081161568
First,CAMERA 4,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0038.JPG,1,1/23/19,15:35:21,0.677453704,1/23/19 15:35,1,NA,NA,4.08123429
First,CAMERA 4,VICTURE,HC300,96.07728687,Syncerus caffer,DSCF0043.JPG,1,1/24/19,6:01:07,0.677453704,1/24/19 6:01,51946,NA,NA,1.575668704
First,CAMERA 4,VICTURE,HC300,96.07728687,Syncerus caffer,DSCF0044.JPG,1,1/24/19,6:01:08,0.677453704,1/24/19 6:01,1,NA,NA,1.575741426
First,CAMERA 4,VICTURE,HC300,96.07728687,Syncerus caffer,DSCF0045.JPG,1,1/24/19,6:01:09,0.677453704,1/24/19 6:01,1,NA,NA,1.575814148
First,CAMERA 4,VICTURE,HC300,96.07728687,Syncerus caffer,DSCF0052.JPG,3,1/24/19,6:05:27,0.677453704,1/24/19 6:05,158,NA,NA,1.594576438
First,CAMERA 4,VICTURE,HC300,96.07728687,Syncerus caffer,DSCF0053.JPG,2,1/24/19,6:05:28,0.677453704,1/24/19 6:05,1,NA,NA,1.59464916
First,CAMERA 4,VICTURE,HC300,96.07728687,Syncerus caffer,DSCF0054.JPG,2,1/24/19,6:05:29,0.677453704,1/24/19 6:05,1,NA,NA,1.594721882
First,CAMERA 4,VICTURE,HC300,96.07728687,Syncerus caffer,DSCF0055.JPG,1,1/24/19,6:05:51,0.677453704,1/24/19 6:05,22,NA,NA,1.596321767
First,CAMERA 4,VICTURE,HC300,96.07728687,Syncerus caffer,DSCF0056.JPG,1,1/24/19,6:05:52,0.677453704,1/24/19 6:05,1,NA,NA,1.596394489
First,CAMERA 19,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0158.JPG,1,9/20/23,16:15:28,0.677453704,9/20/23 16:15,599586,NA,NA,4.256276269
First,CAMERA 19,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0159.JPG,1,9/20/23,16:15:29,0.677453704,9/20/23 16:15,1,NA,NA,4.256348991
First,CAMERA 19,VICTURE,HC300,96.07728687,Chlorocebus aethiops,DSCF0160.JPG,1,9/20/23,16:15:32,0.677453704,9/20/23 16:15,3,NA,NA,4.256567157
First,CAMERA 19,VICTURE,HC300,96.07728687,Sylvicapra grimmia,DSCF0161.JPG,1,9/21/23,13:32:45,0.677453704,9/21/23 13:32,76633,NA,NA,3.546290874
First,CAMERA 19,VICTURE,HC300,96.07728687,Sylvicapra grimmia,DSCF0162.JPG,1,9/21/23,13:32:46,0.677453704,9/21/23 13:32,1,NA,NA,3.546363596
First,CAMERA 19,VICTURE,HC300,96.07728687,Sylvicapra grimmia,DSCF0163.JPG,1,9/21/23,13:32:46,0.677453704,9/21/23 13:32,0,NA,NA,3.546363596
First,CAMERA 19,VICTURE,HC300,96.07728687,Sylvicapra grimmia,DSCF0164.JPG,1,9/21/23,13:33:26,0.677453704,9/21/23 13:33,40,NA,NA,3.549272478
First,CAMERA 19,VICTURE,HC300,96.07728687,Sylvicapra grimmia,DSCF0166.JPG,1,9/21/23,13:33:27,0.677453704,9/21/23 13:33,1,NA,NA,3.5493452
First,CAMERA 19,VICTURE,HC300,96.07728687,Sylvicapra grimmia,DSCF0165.JPG,1,9/21/23,13:33:27,0.677453704,9/21/23 13:33,0,NA,NA,3.5493452
