"project","camera","species","image_name","number","Make","Model","FOV","dates","times","FocalLength","diel","datetimes","deltatime","longitude","latitude","radian"
"Last","CAMERA 10","Syncerus caffer","DSCF0037.JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:09:27",6.4,0.157615741,"2024-03-10 20:09:27",11081,343014,1026380,5.27722115956135
"Last","CAMERA 10","Syncerus caffer","DSCF0037 (3).JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:09:27",6.4,0.157615741,"2024-03-10 20:09:27",0,343014,1026380,5.27722115956135
"Last","CAMERA 10","Syncerus caffer","DSCF0038.JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:09:28",6.4,0.157615741,"2024-03-10 20:09:28",1,343014,1026380,5.27729388161352
"Last","CAMERA 10","Syncerus caffer","DSCF0039.JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:09:28",6.4,0.157615741,"2024-03-10 20:09:28",0,343014,1026380,5.27729388161352
"Last","CAMERA 10","Syncerus caffer","DSCF0038 (3).JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:09:28",6.4,0.157615741,"2024-03-10 20:09:28",0,343014,1026380,5.27729388161352
"Last","CAMERA 10","Syncerus caffer","DSCF0039 (3).JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:09:28",6.4,0.157615741,"2024-03-10 20:09:28",0,343014,1026380,5.27729388161352
"Last","CAMERA 10","Syncerus caffer","DSCF0041.JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:10:31",6.4,0.157615741,"2024-03-10 20:10:31",63,343014,1026380,5.28187537090001
"Last","CAMERA 10","Syncerus caffer","DSCF0041 (4).JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:10:31",6.4,0.157615741,"2024-03-10 20:10:31",0,343014,1026380,5.28187537090001
"Last","CAMERA 10","Syncerus caffer","DSCF0042.JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:10:32",6.4,0.157615741,"2024-03-10 20:10:32",1,343014,1026380,5.28194809295217
"Last","CAMERA 10","Syncerus caffer","DSCF0043.JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:10:32",6.4,0.157615741,"2024-03-10 20:10:32",0,343014,1026380,5.28194809295217
"Last","CAMERA 10","Syncerus caffer","DSCF0042 (4).JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:10:32",6.4,0.157615741,"2024-03-10 20:10:32",0,343014,1026380,5.28194809295217
"Last","CAMERA 10","Syncerus caffer","DSCF0043 (4).JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:10:32",6.4,0.157615741,"2024-03-10 20:10:32",0,343014,1026380,5.28194809295217
"Last","CAMERA 10","Syncerus caffer","DSCF0045.JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:10:50",6.4,0.157615741,"2024-03-10 20:10:50",18,343014,1026380,5.28325708989117
"Last","CAMERA 10","Syncerus caffer","DSCF0045 (4).JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:10:50",6.4,0.157615741,"2024-03-10 20:10:50",0,343014,1026380,5.28325708989117
"Last","CAMERA 10","Syncerus caffer","DSCF0046.JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:10:51",6.4,0.157615741,"2024-03-10 20:10:51",1,343014,1026380,5.28332981194333
"Last","CAMERA 10","Syncerus caffer","DSCF0047.JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:10:51",6.4,0.157615741,"2024-03-10 20:10:51",0,343014,1026380,5.28332981194333
"Last","CAMERA 10","Syncerus caffer","DSCF0046 (4).JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:10:51",6.4,0.157615741,"2024-03-10 20:10:51",0,343014,1026380,5.28332981194333
"Last","CAMERA 10","Syncerus caffer","DSCF0047 (4).JPG",1,"GardePro","A3S",47.40533194,"3/10/24","20:10:51",6.4,0.157615741,"2024-03-10 20:10:51",0,343014,1026380,5.28332981194333
"Last","CAMERA 3","Lepus crawshayi","DSCF0001.JPG",1,"GardePro","A3S",47.40533194,"3/12/24","0:07:36",6.4,0.157615741,"2024-03-12 0:07:36",0,343060,1026479,0.0331612557878923
"Last","CAMERA 3","Lepus crawshayi","DSCF0002.JPG",1,"GardePro","A3S",47.40533194,"3/12/24","0:07:37",6.4,0.157615741,"2024-03-12 0:07:37",1,343060,1026479,0.0332339778400587
"Last","CAMERA 3","Lepus crawshayi","DSCF0003.JPG",1,"GardePro","A3S",47.40533194,"3/12/24","0:07:37",6.4,0.157615741,"2024-03-12 0:07:37",0,343060,1026479,0.0332339778400587
"Last","CAMERA 5","Syncerus caffer","DSCF0001 (2).JPG",1,"GardePro","A3S",47.40533194,"3/12/24","2:54:31",6.4,0.157615741,"2024-03-12 2:54:31",0,342968,1026415,0.761472608234693
"Last","CAMERA 5","Syncerus caffer","DSCF0002 (2).JPG",1,"GardePro","A3S",47.40533194,"3/12/24","2:54:31",6.4,0.157615741,"2024-03-12 2:54:31",0,342968,1026415,0.761472608234693
"Last","CAMERA 5","Syncerus caffer","DSCF0003 (2).JPG",1,"GardePro","A3S",47.40533194,"3/12/24","2:54:32",6.4,0.157615741,"2024-03-12 2:54:32",1,342968,1026415,0.761545330286859
"Last","CAMERA 5","Syncerus caffer","DSCF0005 (2).JPG",1,"GardePro","A3S",47.40533194,"3/12/24","2:55:55",6.4,0.157615741,"2024-03-12 2:55:55",83,342968,1026415,0.767581260616673
"Last","CAMERA 5","Syncerus caffer","DSCF0006 (2).JPG",1,"GardePro","A3S",47.40533194,"3/12/24","2:55:55",6.4,0.157615741,"2024-03-12 2:55:55",0,342968,1026415,0.767581260616673
"Last","CAMERA 5","Syncerus caffer","DSCF0007 (2).JPG",2,"GardePro","A3S",47.40533194,"3/12/24","2:55:59",6.4,0.157615741,"2024-03-12 2:55:59",4,342968,1026415,0.767872148825339
"Last","CAMERA 5","Syncerus caffer","DSCF0009 (2).JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:16:32",6.4,0.157615741,"2024-03-12 4:16:32",4833,342968,1026415,1.1193378269457
"Last","CAMERA 5","Syncerus caffer","DSCF0010 (2).JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:16:32",6.4,0.157615741,"2024-03-12 4:16:32",0,342968,1026415,1.1193378269457
"Last","CAMERA 5","Syncerus caffer","DSCF0011 (2).JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:16:33",6.4,0.157615741,"2024-03-12 4:16:33",1,342968,1026415,1.11941054899786
"Last","CAMERA 10","Syncerus caffer","DSCF0049.JPG",1,"GardePro","A3S",47.40533194,"3/12/24","4:20:43",6.4,0.157615741,"2024-03-12 4:20:43",115792,343014,1026380,1.13759106203947
"Last","CAMERA 10","Syncerus caffer","DSCF0049 (3).JPG",1,"GardePro","A3S",47.40533194,"3/12/24","4:20:43",6.4,0.157615741,"2024-03-12 4:20:43",0,343014,1026380,1.13759106203947
"Last","CAMERA 10","Syncerus caffer","DSCF0050.JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:20:44",6.4,0.157615741,"2024-03-12 4:20:44",1,343014,1026380,1.13766378409164
"Last","CAMERA 10","Syncerus caffer","DSCF0051.JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:20:44",6.4,0.157615741,"2024-03-12 4:20:44",0,343014,1026380,1.13766378409164
"Last","CAMERA 10","Syncerus caffer","DSCF0050 (3).JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:20:44",6.4,0.157615741,"2024-03-12 4:20:44",0,343014,1026380,1.13766378409164
"Last","CAMERA 10","Syncerus caffer","DSCF0051 (3).JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:20:44",6.4,0.157615741,"2024-03-12 4:20:44",0,343014,1026380,1.13766378409164
"Last","CAMERA 10","Syncerus caffer","DSCF0053.JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:20:58",6.4,0.157615741,"2024-03-12 4:20:58",14,343014,1026380,1.13868189282197
"Last","CAMERA 10","Syncerus caffer","DSCF0053 (3).JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:20:58",6.4,0.157615741,"2024-03-12 4:20:58",0,343014,1026380,1.13868189282197
"Last","CAMERA 10","Syncerus caffer","DSCF0054.JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:20:59",6.4,0.157615741,"2024-03-12 4:20:59",1,343014,1026380,1.13875461487413
"Last","CAMERA 10","Syncerus caffer","DSCF0055.JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:20:59",6.4,0.157615741,"2024-03-12 4:20:59",0,343014,1026380,1.13875461487413
"Last","CAMERA 10","Syncerus caffer","DSCF0054 (3).JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:20:59",6.4,0.157615741,"2024-03-12 4:20:59",0,343014,1026380,1.13875461487413
"Last","CAMERA 10","Syncerus caffer","DSCF0055 (3).JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:20:59",6.4,0.157615741,"2024-03-12 4:20:59",0,343014,1026380,1.13875461487413
"Last","CAMERA 10","Syncerus caffer","DSCF0057.JPG",4,"GardePro","A3S",47.40533194,"3/12/24","4:21:32",6.4,0.157615741,"2024-03-12 4:21:32",33,343014,1026380,1.14115444259563
"Last","CAMERA 10","Syncerus caffer","DSCF0057 (2).JPG",4,"GardePro","A3S",47.40533194,"3/12/24","4:21:32",6.4,0.157615741,"2024-03-12 4:21:32",0,343014,1026380,1.14115444259563
"Last","CAMERA 10","Syncerus caffer","DSCF0058.JPG",4,"GardePro","A3S",47.40533194,"3/12/24","4:21:33",6.4,0.157615741,"2024-03-12 4:21:33",1,343014,1026380,1.14122716464779
"Last","CAMERA 10","Syncerus caffer","DSCF0059.JPG",4,"GardePro","A3S",47.40533194,"3/12/24","4:21:33",6.4,0.157615741,"2024-03-12 4:21:33",0,343014,1026380,1.14122716464779
"Last","CAMERA 10","Syncerus caffer","DSCF0058 (2).JPG",4,"GardePro","A3S",47.40533194,"3/12/24","4:21:33",6.4,0.157615741,"2024-03-12 4:21:33",0,343014,1026380,1.14122716464779
"Last","CAMERA 10","Syncerus caffer","DSCF0059 (2).JPG",4,"GardePro","A3S",47.40533194,"3/12/24","4:21:33",6.4,0.157615741,"2024-03-12 4:21:33",0,343014,1026380,1.14122716464779
"Last","CAMERA 10","Syncerus caffer","DSCF0061.JPG",4,"GardePro","A3S",47.40533194,"3/12/24","4:21:53",6.4,0.157615741,"2024-03-12 4:21:53",20,343014,1026380,1.14268160569112
"Last","CAMERA 10","Syncerus caffer","DSCF0061 (2).JPG",4,"GardePro","A3S",47.40533194,"3/12/24","4:21:53",6.4,0.157615741,"2024-03-12 4:21:53",0,343014,1026380,1.14268160569112
"Last","CAMERA 10","Syncerus caffer","DSCF0062.JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:21:54",6.4,0.157615741,"2024-03-12 4:21:54",1,343014,1026380,1.14275432774329
"Last","CAMERA 10","Syncerus caffer","DSCF0063.JPG",4,"GardePro","A3S",47.40533194,"3/12/24","4:21:54",6.4,0.157615741,"2024-03-12 4:21:54",0,343014,1026380,1.14275432774329
"Last","CAMERA 10","Syncerus caffer","DSCF0062 (2).JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:21:54",6.4,0.157615741,"2024-03-12 4:21:54",0,343014,1026380,1.14275432774329
"Last","CAMERA 10","Syncerus caffer","DSCF0063 (2).JPG",4,"GardePro","A3S",47.40533194,"3/12/24","4:21:54",6.4,0.157615741,"2024-03-12 4:21:54",0,343014,1026380,1.14275432774329
"Last","CAMERA 10","Syncerus caffer","DSCF0065.JPG",3,"GardePro","A3S",47.40533194,"3/12/24","4:22:09",6.4,0.157615741,"2024-03-12 4:22:09",15,343014,1026380,1.14384515852578
"Last","CAMERA 10","Syncerus caffer","DSCF0065 (3).JPG",3,"GardePro","A3S",47.40533194,"3/12/24","4:22:09",6.4,0.157615741,"2024-03-12 4:22:09",0,343014,1026380,1.14384515852578
"Last","CAMERA 10","Syncerus caffer","DSCF0066.JPG",3,"GardePro","A3S",47.40533194,"3/12/24","4:22:10",6.4,0.157615741,"2024-03-12 4:22:10",1,343014,1026380,1.14391788057795
"Last","CAMERA 10","Syncerus caffer","DSCF0067.JPG",3,"GardePro","A3S",47.40533194,"3/12/24","4:22:10",6.4,0.157615741,"2024-03-12 4:22:10",0,343014,1026380,1.14391788057795
"Last","CAMERA 10","Syncerus caffer","DSCF0066 (3).JPG",3,"GardePro","A3S",47.40533194,"3/12/24","4:22:10",6.4,0.157615741,"2024-03-12 4:22:10",0,343014,1026380,1.14391788057795
"Last","CAMERA 10","Syncerus caffer","DSCF0067 (3).JPG",3,"GardePro","A3S",47.40533194,"3/12/24","4:22:10",6.4,0.157615741,"2024-03-12 4:22:10",0,343014,1026380,1.14391788057795
"Last","CAMERA 10","Syncerus caffer","DSCF0069.JPG",4,"GardePro","A3S",47.40533194,"3/12/24","4:23:01",6.4,0.157615741,"2024-03-12 4:23:01",51,343014,1026380,1.14762670523844
"Last","CAMERA 10","Syncerus caffer","DSCF0069 (3).JPG",4,"GardePro","A3S",47.40533194,"3/12/24","4:23:01",6.4,0.157615741,"2024-03-12 4:23:01",0,343014,1026380,1.14762670523844
"Last","CAMERA 10","Syncerus caffer","DSCF0070.JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:23:02",6.4,0.157615741,"2024-03-12 4:23:02",1,343014,1026380,1.1476994272906
"Last","CAMERA 10","Syncerus caffer","DSCF0071.JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:23:02",6.4,0.157615741,"2024-03-12 4:23:02",0,343014,1026380,1.1476994272906
"Last","CAMERA 10","Syncerus caffer","DSCF0070 (3).JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:23:02",6.4,0.157615741,"2024-03-12 4:23:02",0,343014,1026380,1.1476994272906
"Last","CAMERA 10","Syncerus caffer","DSCF0071 (3).JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:23:02",6.4,0.157615741,"2024-03-12 4:23:02",0,343014,1026380,1.1476994272906
"Last","CAMERA 10","Syncerus caffer","DSCF0073.JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:23:18",6.4,0.157615741,"2024-03-12 4:23:18",16,343014,1026380,1.14886298012527
"Last","CAMERA 10","Syncerus caffer","DSCF0073 (3).JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:23:18",6.4,0.157615741,"2024-03-12 4:23:18",0,343014,1026380,1.14886298012527
"Last","CAMERA 10","Syncerus caffer","DSCF0074.JPG",4,"GardePro","A3S",47.40533194,"3/12/24","4:23:19",6.4,0.157615741,"2024-03-12 4:23:19",1,343014,1026380,1.14893570217743
"Last","CAMERA 10","Syncerus caffer","DSCF0075.JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:23:19",6.4,0.157615741,"2024-03-12 4:23:19",0,343014,1026380,1.14893570217743
"Last","CAMERA 10","Syncerus caffer","DSCF0074 (3).JPG",4,"GardePro","A3S",47.40533194,"3/12/24","4:23:19",6.4,0.157615741,"2024-03-12 4:23:19",0,343014,1026380,1.14893570217743
"Last","CAMERA 10","Syncerus caffer","DSCF0075 (3).JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:23:19",6.4,0.157615741,"2024-03-12 4:23:19",0,343014,1026380,1.14893570217743
"Last","CAMERA 10","Syncerus caffer","DSCF0077.JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:23:36",6.4,0.157615741,"2024-03-12 4:23:36",17,343014,1026380,1.15017197706426
"Last","CAMERA 10","Syncerus caffer","DSCF0077 (3).JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:23:36",6.4,0.157615741,"2024-03-12 4:23:36",0,343014,1026380,1.15017197706426
"Last","CAMERA 10","Syncerus caffer","DSCF0078.JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:23:37",6.4,0.157615741,"2024-03-12 4:23:37",1,343014,1026380,1.15024469911643
"Last","CAMERA 10","Syncerus caffer","DSCF0079.JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:23:37",6.4,0.157615741,"2024-03-12 4:23:37",0,343014,1026380,1.15024469911643
"Last","CAMERA 10","Syncerus caffer","DSCF0078 (3).JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:23:37",6.4,0.157615741,"2024-03-12 4:23:37",0,343014,1026380,1.15024469911643
"Last","CAMERA 10","Syncerus caffer","DSCF0079 (3).JPG",5,"GardePro","A3S",47.40533194,"3/12/24","4:23:37",6.4,0.157615741,"2024-03-12 4:23:37",0,343014,1026380,1.15024469911643
"Last","CAMERA 10","Syncerus caffer","DSCF0081.JPG",6,"GardePro","A3S",47.40533194,"3/12/24","4:24:05",6.4,0.157615741,"2024-03-12 4:24:05",28,343014,1026380,1.15228091657709
"Last","CAMERA 10","Syncerus caffer","DSCF0081 (3).JPG",6,"GardePro","A3S",47.40533194,"3/12/24","4:24:05",6.4,0.157615741,"2024-03-12 4:24:05",0,343014,1026380,1.15228091657709
"Last","CAMERA 10","Syncerus caffer","DSCF0082.JPG",6,"GardePro","A3S",47.40533194,"3/12/24","4:24:06",6.4,0.157615741,"2024-03-12 4:24:06",1,343014,1026380,1.15235363862926
"Last","CAMERA 10","Syncerus caffer","DSCF0083.JPG",6,"GardePro","A3S",47.40533194,"3/12/24","4:24:06",6.4,0.157615741,"2024-03-12 4:24:06",0,343014,1026380,1.15235363862926
"Last","CAMERA 10","Syncerus caffer","DSCF0082 (3).JPG",6,"GardePro","A3S",47.40533194,"3/12/24","4:24:06",6.4,0.157615741,"2024-03-12 4:24:06",0,343014,1026380,1.15235363862926
"Last","CAMERA 10","Syncerus caffer","DSCF0083 (3).JPG",6,"GardePro","A3S",47.40533194,"3/12/24","4:24:06",6.4,0.157615741,"2024-03-12 4:24:06",0,343014,1026380,1.15235363862926
"Last","CAMERA 10","Syncerus caffer","DSCF0085.JPG",4,"GardePro","A3S",47.40533194,"3/12/24","4:24:28",6.4,0.157615741,"2024-03-12 4:24:28",22,343014,1026380,1.15395352377692
"Last","CAMERA 10","Syncerus caffer","DSCF0085 (3).JPG",4,"GardePro","A3S",47.40533194,"3/12/24","4:24:28",6.4,0.157615741,"2024-03-12 4:24:28",0,343014,1026380,1.15395352377692
"Last","CAMERA 10","Syncerus caffer","DSCF0086.JPG",3,"GardePro","A3S",47.40533194,"3/12/24","4:24:29",6.4,0.157615741,"2024-03-12 4:24:29",1,343014,1026380,1.15402624582908
"Last","CAMERA 10","Syncerus caffer","DSCF0087.JPG",3,"GardePro","A3S",47.40533194,"3/12/24","4:24:29",6.4,0.157615741,"2024-03-12 4:24:29",0,343014,1026380,1.15402624582908
"Last","CAMERA 10","Syncerus caffer","DSCF0086 (3).JPG",3,"GardePro","A3S",47.40533194,"3/12/24","4:24:29",6.4,0.157615741,"2024-03-12 4:24:29",0,343014,1026380,1.15402624582908
"Last","CAMERA 10","Syncerus caffer","DSCF0087 (3).JPG",3,"GardePro","A3S",47.40533194,"3/12/24","4:24:29",6.4,0.157615741,"2024-03-12 4:24:29",0,343014,1026380,1.15402624582908
"Last","CAMERA 10","Syncerus caffer","DSCF0089.JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:24:43",6.4,0.157615741,"2024-03-12 4:24:43",14,343014,1026380,1.15504435455941
"Last","CAMERA 10","Syncerus caffer","DSCF0089 (3).JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:24:43",6.4,0.157615741,"2024-03-12 4:24:43",0,343014,1026380,1.15504435455941
"Last","CAMERA 10","Syncerus caffer","DSCF0090.JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:24:44",6.4,0.157615741,"2024-03-12 4:24:44",1,343014,1026380,1.15511707661158
"Last","CAMERA 10","Syncerus caffer","DSCF0091.JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:24:44",6.4,0.157615741,"2024-03-12 4:24:44",0,343014,1026380,1.15511707661158
"Last","CAMERA 10","Syncerus caffer","DSCF0090 (3).JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:24:44",6.4,0.157615741,"2024-03-12 4:24:44",0,343014,1026380,1.15511707661158
"Last","CAMERA 10","Syncerus caffer","DSCF0091 (3).JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:24:44",6.4,0.157615741,"2024-03-12 4:24:44",0,343014,1026380,1.15511707661158
"Last","CAMERA 10","Syncerus caffer","DSCF0093.JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:25:19",6.4,0.157615741,"2024-03-12 4:25:19",35,343014,1026380,1.15766234843741
"Last","CAMERA 10","Syncerus caffer","DSCF0093 (3).JPG",2,"GardePro","A3S",47.40533194,"3/12/24","4:25:19",6.4,0.157615741,"2024-03-12 4:25:19",0,343014,1026380,1.15766234843741
"Last","CAMERA 10","Syncerus caffer","DSCF0094.JPG",1,"GardePro","A3S",47.40533194,"3/12/24","4:25:20",6.4,0.157615741,"2024-03-12 4:25:20",1,343014,1026380,1.15773507048957
"Last","CAMERA 10","Syncerus caffer","DSCF0095.JPG",1,"GardePro","A3S",47.40533194,"3/12/24","4:25:20",6.4,0.157615741,"2024-03-12 4:25:20",0,343014,1026380,1.15773507048957
"Last","CAMERA 10","Syncerus caffer","DSCF0094 (3).JPG",1,"GardePro","A3S",47.40533194,"3/12/24","4:25:20",6.4,0.157615741,"2024-03-12 4:25:20",0,343014,1026380,1.15773507048957
"Last","CAMERA 10","Syncerus caffer","DSCF0095 (3).JPG",1,"GardePro","A3S",47.40533194,"3/12/24","4:25:20",6.4,0.157615741,"2024-03-12 4:25:20",0,343014,1026380,1.15773507048957
"Last","CAMERA 10","Syncerus caffer","DSCF0097.JPG",3,"GardePro","A3S",47.40533194,"3/12/24","4:25:34",6.4,0.157615741,"2024-03-12 4:25:34",14,343014,1026380,1.1587531792199
"Last","CAMERA 10","Syncerus caffer","DSCF0097 (3).JPG",3,"GardePro","A3S",47.40533194,"3/12/24","4:25:34",6.4,0.157615741,"2024-03-12 4:25:34",0,343014,1026380,1.1587531792199
"Last","CAMERA 10","Syncerus caffer","DSCF0098.JPG",3,"GardePro","A3S",47.40533194,"3/12/24","4:25:35",6.4,0.157615741,"2024-03-12 4:25:35",1,343014,1026380,1.15882590127207
"Last","CAMERA 10","Syncerus caffer","DSCF0099.JPG",3,"GardePro","A3S",47.40533194,"3/12/24","4:25:35",6.4,0.157615741,"2024-03-12 4:25:35",0,343014,1026380,1.15882590127207
"Last","CAMERA 10","Syncerus caffer","DSCF0098 (3).JPG",3,"GardePro","A3S",47.40533194,"3/12/24","4:25:35",6.4,0.157615741,"2024-03-12 4:25:35",0,343014,1026380,1.15882590127207
"Last","CAMERA 10","Syncerus caffer","DSCF0099 (3).JPG",3,"GardePro","A3S",47.40533194,"3/12/24","4:25:35",6.4,0.157615741,"2024-03-12 4:25:35",0,343014,1026380,1.15882590127207
"Last","CAMERA 5","Syncerus caffer","DSCF0013 (3).JPG",4,"GardePro","A3S",47.40533194,"3/16/24","3:14:26",6.4,0.157615741,"2024-03-16 3:14:26",341873,342968,1026415,0.848375460573577
"Last","CAMERA 5","Syncerus caffer","DSCF0014 (3).JPG",4,"GardePro","A3S",47.40533194,"3/16/24","3:14:26",6.4,0.157615741,"2024-03-16 3:14:26",0,342968,1026415,0.848375460573577
"Last","CAMERA 5","Syncerus caffer","DSCF0015 (3).JPG",3,"GardePro","A3S",47.40533194,"3/16/24","3:14:27",6.4,0.157615741,"2024-03-16 3:14:27",1,342968,1026415,0.848448182625743
"Last","CAMERA 10","Syncerus caffer","DSCF0109.JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:04:41",6.4,0.157615741,"2024-03-16 23:04:41",378633,343014,1026380,6.0418208160392
"Last","CAMERA 10","Syncerus caffer","DSCF0109 (3).JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:04:41",6.4,0.157615741,"2024-03-16 23:04:41",0,343014,1026380,6.0418208160392
"Last","CAMERA 10","Syncerus caffer","DSCF0110.JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:04:42",6.4,0.157615741,"2024-03-16 23:04:42",1,343014,1026380,6.04189353809137
"Last","CAMERA 10","Syncerus caffer","DSCF0111.JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:04:42",6.4,0.157615741,"2024-03-16 23:04:42",0,343014,1026380,6.04189353809137
"Last","CAMERA 10","Syncerus caffer","DSCF0110 (3).JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:04:42",6.4,0.157615741,"2024-03-16 23:04:42",0,343014,1026380,6.04189353809137
"Last","CAMERA 10","Syncerus caffer","DSCF0111 (3).JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:04:42",6.4,0.157615741,"2024-03-16 23:04:42",0,343014,1026380,6.04189353809137
"Last","CAMERA 10","Syncerus caffer","DSCF0113.JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:04:59",6.4,0.157615741,"2024-03-16 23:04:59",17,343014,1026380,6.0431298129782
"Last","CAMERA 10","Syncerus caffer","DSCF0113 (3).JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:04:59",6.4,0.157615741,"2024-03-16 23:04:59",0,343014,1026380,6.0431298129782
"Last","CAMERA 10","Syncerus caffer","DSCF0117.JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:05:41",6.4,0.157615741,"2024-03-16 23:05:41",41,343014,1026380,6.04618413916919
"Last","CAMERA 10","Syncerus caffer","DSCF0117 (3).JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:05:41",6.4,0.157615741,"2024-03-16 23:05:41",0,343014,1026380,6.04618413916919
"Last","CAMERA 10","Syncerus caffer","DSCF0118.JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:05:42",6.4,0.157615741,"2024-03-16 23:05:42",1,343014,1026380,6.04625686122136
"Last","CAMERA 10","Syncerus caffer","DSCF0119.JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:05:42",6.4,0.157615741,"2024-03-16 23:05:42",0,343014,1026380,6.04625686122136
"Last","CAMERA 10","Syncerus caffer","DSCF0118 (4).JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:05:42",6.4,0.157615741,"2024-03-16 23:05:42",0,343014,1026380,6.04625686122136
"Last","CAMERA 10","Syncerus caffer","DSCF0119 (4).JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:05:42",6.4,0.157615741,"2024-03-16 23:05:42",0,343014,1026380,6.04625686122136
"Last","CAMERA 10","Syncerus caffer","DSCF0121.JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:06:05",6.4,0.157615741,"2024-03-16 23:06:05",23,343014,1026380,6.04792946842118
"Last","CAMERA 10","Syncerus caffer","DSCF0121 (3).JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:06:05",6.4,0.157615741,"2024-03-16 23:06:05",0,343014,1026380,6.04792946842118
"Last","CAMERA 10","Syncerus caffer","DSCF0122.JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:06:06",6.4,0.157615741,"2024-03-16 23:06:06",1,343014,1026380,6.04800219047335
"Last","CAMERA 10","Syncerus caffer","DSCF0123.JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:06:06",6.4,0.157615741,"2024-03-16 23:06:06",0,343014,1026380,6.04800219047335
"Last","CAMERA 10","Syncerus caffer","DSCF0122 (4).JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:06:06",6.4,0.157615741,"2024-03-16 23:06:06",0,343014,1026380,6.04800219047335
"Last","CAMERA 10","Syncerus caffer","DSCF0123 (4).JPG",1,"GardePro","A3S",47.40533194,"3/16/24","23:06:06",6.4,0.157615741,"2024-03-16 23:06:06",0,343014,1026380,6.04800219047335
